Nf,Win,Bin,Din,Wout,Bout
250,0.45,0.1,0.0,"[0.6832016305048236, 0.6913338061069703, 0.6405803101280027, 0.6681285050931046, 0.681897274559651, 0.6899494152104236, 0.6756629124409017, 0.631445700652458, 0.6635159481075688, 0.6374172506863304]","[0.15581178508491317, 0.21100195244831582, 0.27180323700483794, 0.21415714534879107, 0.25730496363072686, 0.21172663210248208, 0.23112065163174966, 0.12402974624683209, 0.21146088090058757, 0.16007079264222288]"
250,0.45,0.3,0.0,"[0.653042367119147, 0.6259742241613618, 0.694111843042799, 0.6662693742652439, 0.6667380149035986, 0.6464901560003589, 0.6774746220407504, 0.7187951991172689, 0.6888458679037279, 0.6193924133267584]","[0.3260811836641055, 0.26376766720086614, 0.3249263001898779, 0.2866421075998127, 0.3034565060377548, 0.2309359803156174, 0.3469172610409859, 0.4021360667498092, 0.2408111643337351, 0.23936822094616259]"
250,0.45,0.5,0.0,"[0.645455859777436, 0.6798132789795032, 0.7189011884013625, 0.7235513031271334, 0.6497701105545939, 0.6990337941986122, 0.6446378288455444, 0.7162711476906782, 0.7224601294637745, 0.6975235913835538]","[0.3939723208380711, 0.3680958834579786, 0.5317791456297267, 0.432241288980393, 0.3449396988473058, 0.43401124561538024, 0.30169093413277137, 0.4728113627500653, 0.44632747165748177, 0.4129769018017179]"
250,0.45,0.7,0.0,"[0.6996900111317874, 0.6773864467151904, 0.6756203801091729, 0.6707169423930668, 0.6754273563430341, 0.6223057286695277, 0.750605664094441, 0.6439114572539084, 0.7042478988321774, 0.6568399534358846]","[0.5337401396151645, 0.4830591950578049, 0.47613535282503455, 0.49611049728453127, 0.5364802778333188, 0.46646644267480586, 0.6211143160340542, 0.43837914118803056, 0.5653336295314203, 0.46845836537832125]"
250,0.45,0.9,0.0,"[0.6876585283541647, 0.6142407197447672, 0.7413314118518127, 0.7338341710096761, 0.6893607667766899, 0.7303869528446439, 0.6749688338328577, 0.7527151484707726, 0.6494904146920262, 0.7147908677877417]","[0.6291481864794446, 0.5517607177181558, 0.6736274417740478, 0.6788475539884689, 0.5999552611796647, 0.6941672322995902, 0.6007037662767055, 0.7292179106583769, 0.5926997860534388, 0.6448274107734651]"
250,0.5,0.1,0.0,"[0.715261104893312, 0.6634226854478849, 0.7152086818365189, 0.7376257332611131, 0.7432946871202841, 0.7465822334494803, 0.7534616329503627, 0.7237122844412356, 0.6921679588693083, 0.681370082001778]","[0.3310027653533648, 0.20485913250612717, 0.23852816963488616, 0.2253482292928802, 0.27161827949723666, 0.32194778398990437, 0.42879463625692493, 0.15023397110963443, 0.18501746831825697, 0.08811891743488637]"
250,0.5,0.3,0.0,"[0.6664514280357874, 0.7283906654788267, 0.7524779619301658, 0.707886086654056, 0.717190465558926, 0.7155692020902911, 0.6962795292127333, 0.6110467494051082, 0.6849466930454625, 0.6259609103152358]","[0.21949002995841158, 0.36492366632810247, 0.3145911621352286, 0.35287526176300466, 0.1960868563002326, 0.3313167936081571, 0.3747206624148075, 0.2209705073526947, 0.3254089679139855, 0.15831520905992852]"
250,0.5,0.5,0.0,"[0.7317676640586699, 0.6719903430570979, 0.691438007149858, 0.6489575991628559, 0.6929964191611666, 0.6836856565688987, 0.7011001515316237, 0.6667709105833819, 0.6798071490121715, 0.6807013197629104]","[0.4930462573251374, 0.3149914256717458, 0.2947946682980615, 0.3954483977342466, 0.3350149254532771, 0.4116570589234252, 0.42624287649418946, 0.35357677767837287, 0.3877729649962377, 0.4386465274840551]"
250,0.5,0.7,0.0,"[0.7725916599433911, 0.7372535282026185, 0.6399533369996487, 0.7076785445399998, 0.7226740604532582, 0.6848134846646563, 0.6798004117026799, 0.6652081325366881, 0.681112797240851, 0.7354344427767724]","[0.6388566041992857, 0.5069650030545205, 0.4437549036897588, 0.535827496889449, 0.5495805197445528, 0.5055275555081478, 0.4954551275980002, 0.39025002326163627, 0.5092451755136455, 0.5538937603767675]"
250,0.5,0.9,0.0,"[0.7637051763440237, 0.6763696855998186, 0.7590637530374671, 0.7277352341539276, 0.7398124503923396, 0.7090989537169015, 0.7385239640175545, 0.7605374526747894, 0.6936919192729998, 0.7215579758051682]","[0.7058111209088359, 0.6228894529187983, 0.7160440842023496, 0.6941712766078941, 0.67014422841845, 0.6395075597946861, 0.6947745732987194, 0.6950468265128229, 0.66039859573821, 0.6560926423700069]"
